id,type,name,variation,saveAs,prompt
kerala-kerala-family-holiday-6d5n-v7,package,‍‍‍ Kerala Family Holiday,7,public/images/packages/kerala-kerala-family-holiday-6d5n-v7.png,"Create a photorealistic travel image for ""‍‍‍ Kerala Family Holiday"" — 6-day Kerala holiday package, India. Scene: family-friendly Alleppey houseboat backwaters, Munnar tea hills, coconut palms, cheerful safe travel. Style: Cultural heritage focus — temples, forts, or local architecture. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-kerala-family-holiday-6d5n-v8,package,‍‍‍ Kerala Family Holiday,8,public/images/packages/kerala-kerala-family-holiday-6d5n-v8.png,"Create a photorealistic travel image for ""‍‍‍ Kerala Family Holiday"" — 6-day Kerala holiday package, India. Scene: family-friendly Alleppey houseboat backwaters, Munnar tea hills, coconut palms, cheerful safe travel. Style: Nature adventure — mountains, forests, rivers, wildlife hints. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-kerala-family-holiday-6d5n-v9,package,‍‍‍ Kerala Family Holiday,9,public/images/packages/kerala-kerala-family-holiday-6d5n-v9.png,"Create a photorealistic travel image for ""‍‍‍ Kerala Family Holiday"" — 6-day Kerala holiday package, India. Scene: family-friendly Alleppey houseboat backwaters, Munnar tea hills, coconut palms, cheerful safe travel. Style: Coastal or lakeside calm water reflection composition. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-kerala-family-holiday-6d5n-v10,package,‍‍‍ Kerala Family Holiday,10,public/images/packages/kerala-kerala-family-holiday-6d5n-v10.png,"Create a photorealistic travel image for ""‍‍‍ Kerala Family Holiday"" — 6-day Kerala holiday package, India. Scene: family-friendly Alleppey houseboat backwaters, Munnar tea hills, coconut palms, cheerful safe travel. Style: Clean package-card thumbnail — subject centered, minimal clutter. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-kerala-backwaters-beaches-tour-6d5n-v1,package,Kerala Backwaters & Beaches Tour,1,public/images/packages/kerala-kerala-backwaters-beaches-tour-6d5n-v1.png,"Create a photorealistic travel image for ""Kerala Backwaters & Beaches Tour"" — 6-day Kerala holiday package, India. Scene: coastal beaches Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Wide cinematic golden-hour landscape, premium travel brochure. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-kerala-backwaters-beaches-tour-6d5n-v2,package,Kerala Backwaters & Beaches Tour,2,public/images/packages/kerala-kerala-backwaters-beaches-tour-6d5n-v2.png,"Create a photorealistic travel image for ""Kerala Backwaters & Beaches Tour"" — 6-day Kerala holiday package, India. Scene: coastal beaches Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Bright daylight vibrant colors, inviting family-friendly mood. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-kerala-backwaters-beaches-tour-6d5n-v3,package,Kerala Backwaters & Beaches Tour,3,public/images/packages/kerala-kerala-backwaters-beaches-tour-6d5n-v3.png,"Create a photorealistic travel image for ""Kerala Backwaters & Beaches Tour"" — 6-day Kerala holiday package, India. Scene: coastal beaches Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Soft morning mist, peaceful serene atmosphere. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-kerala-backwaters-beaches-tour-6d5n-v4,package,Kerala Backwaters & Beaches Tour,4,public/images/packages/kerala-kerala-backwaters-beaches-tour-6d5n-v4.png,"Create a photorealistic travel image for ""Kerala Backwaters & Beaches Tour"" — 6-day Kerala holiday package, India. Scene: coastal beaches Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Dramatic sunset warm orange-pink sky, romantic mood. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-kerala-backwaters-beaches-tour-6d5n-v5,package,Kerala Backwaters & Beaches Tour,5,public/images/packages/kerala-kerala-backwaters-beaches-tour-6d5n-v5.png,"Create a photorealistic travel image for ""Kerala Backwaters & Beaches Tour"" — 6-day Kerala holiday package, India. Scene: coastal beaches Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Aerial drone bird's-eye view, epic panoramic scale. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-kerala-backwaters-beaches-tour-6d5n-v6,package,Kerala Backwaters & Beaches Tour,6,public/images/packages/kerala-kerala-backwaters-beaches-tour-6d5n-v6.png,"Create a photorealistic travel image for ""Kerala Backwaters & Beaches Tour"" — 6-day Kerala holiday package, India. Scene: coastal beaches Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Close-up iconic landmark detail, shallow depth of field. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-kerala-backwaters-beaches-tour-6d5n-v7,package,Kerala Backwaters & Beaches Tour,7,public/images/packages/kerala-kerala-backwaters-beaches-tour-6d5n-v7.png,"Create a photorealistic travel image for ""Kerala Backwaters & Beaches Tour"" — 6-day Kerala holiday package, India. Scene: coastal beaches Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Cultural heritage focus — temples, forts, or local architecture. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-kerala-backwaters-beaches-tour-6d5n-v8,package,Kerala Backwaters & Beaches Tour,8,public/images/packages/kerala-kerala-backwaters-beaches-tour-6d5n-v8.png,"Create a photorealistic travel image for ""Kerala Backwaters & Beaches Tour"" — 6-day Kerala holiday package, India. Scene: coastal beaches Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Nature adventure — mountains, forests, rivers, wildlife hints. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-kerala-backwaters-beaches-tour-6d5n-v9,package,Kerala Backwaters & Beaches Tour,9,public/images/packages/kerala-kerala-backwaters-beaches-tour-6d5n-v9.png,"Create a photorealistic travel image for ""Kerala Backwaters & Beaches Tour"" — 6-day Kerala holiday package, India. Scene: coastal beaches Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Coastal or lakeside calm water reflection composition. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-kerala-backwaters-beaches-tour-6d5n-v10,package,Kerala Backwaters & Beaches Tour,10,public/images/packages/kerala-kerala-backwaters-beaches-tour-6d5n-v10.png,"Create a photorealistic travel image for ""Kerala Backwaters & Beaches Tour"" — 6-day Kerala holiday package, India. Scene: coastal beaches Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Clean package-card thumbnail — subject centered, minimal clutter. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-wayanad-nature-adventure-tour-6d5n-v1,package,Wayanad Nature & Adventure Tour,1,public/images/packages/kerala-wayanad-nature-adventure-tour-6d5n-v1.png,"Create a photorealistic travel image for ""Wayanad Nature & Adventure Tour"" — 6-day Kerala holiday package, India. Scene: adventure Alleppey houseboat backwaters, Munnar tea hills, coconut palms, thrilling outdoor. Style: Wide cinematic golden-hour landscape, premium travel brochure. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-wayanad-nature-adventure-tour-6d5n-v2,package,Wayanad Nature & Adventure Tour,2,public/images/packages/kerala-wayanad-nature-adventure-tour-6d5n-v2.png,"Create a photorealistic travel image for ""Wayanad Nature & Adventure Tour"" — 6-day Kerala holiday package, India. Scene: adventure Alleppey houseboat backwaters, Munnar tea hills, coconut palms, thrilling outdoor. Style: Bright daylight vibrant colors, inviting family-friendly mood. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-wayanad-nature-adventure-tour-6d5n-v3,package,Wayanad Nature & Adventure Tour,3,public/images/packages/kerala-wayanad-nature-adventure-tour-6d5n-v3.png,"Create a photorealistic travel image for ""Wayanad Nature & Adventure Tour"" — 6-day Kerala holiday package, India. Scene: adventure Alleppey houseboat backwaters, Munnar tea hills, coconut palms, thrilling outdoor. Style: Soft morning mist, peaceful serene atmosphere. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-wayanad-nature-adventure-tour-6d5n-v4,package,Wayanad Nature & Adventure Tour,4,public/images/packages/kerala-wayanad-nature-adventure-tour-6d5n-v4.png,"Create a photorealistic travel image for ""Wayanad Nature & Adventure Tour"" — 6-day Kerala holiday package, India. Scene: adventure Alleppey houseboat backwaters, Munnar tea hills, coconut palms, thrilling outdoor. Style: Dramatic sunset warm orange-pink sky, romantic mood. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-wayanad-nature-adventure-tour-6d5n-v5,package,Wayanad Nature & Adventure Tour,5,public/images/packages/kerala-wayanad-nature-adventure-tour-6d5n-v5.png,"Create a photorealistic travel image for ""Wayanad Nature & Adventure Tour"" — 6-day Kerala holiday package, India. Scene: adventure Alleppey houseboat backwaters, Munnar tea hills, coconut palms, thrilling outdoor. Style: Aerial drone bird's-eye view, epic panoramic scale. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-wayanad-nature-adventure-tour-6d5n-v6,package,Wayanad Nature & Adventure Tour,6,public/images/packages/kerala-wayanad-nature-adventure-tour-6d5n-v6.png,"Create a photorealistic travel image for ""Wayanad Nature & Adventure Tour"" — 6-day Kerala holiday package, India. Scene: adventure Alleppey houseboat backwaters, Munnar tea hills, coconut palms, thrilling outdoor. Style: Close-up iconic landmark detail, shallow depth of field. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-wayanad-nature-adventure-tour-6d5n-v7,package,Wayanad Nature & Adventure Tour,7,public/images/packages/kerala-wayanad-nature-adventure-tour-6d5n-v7.png,"Create a photorealistic travel image for ""Wayanad Nature & Adventure Tour"" — 6-day Kerala holiday package, India. Scene: adventure Alleppey houseboat backwaters, Munnar tea hills, coconut palms, thrilling outdoor. Style: Cultural heritage focus — temples, forts, or local architecture. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-wayanad-nature-adventure-tour-6d5n-v8,package,Wayanad Nature & Adventure Tour,8,public/images/packages/kerala-wayanad-nature-adventure-tour-6d5n-v8.png,"Create a photorealistic travel image for ""Wayanad Nature & Adventure Tour"" — 6-day Kerala holiday package, India. Scene: adventure Alleppey houseboat backwaters, Munnar tea hills, coconut palms, thrilling outdoor. Style: Nature adventure — mountains, forests, rivers, wildlife hints. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-wayanad-nature-adventure-tour-6d5n-v9,package,Wayanad Nature & Adventure Tour,9,public/images/packages/kerala-wayanad-nature-adventure-tour-6d5n-v9.png,"Create a photorealistic travel image for ""Wayanad Nature & Adventure Tour"" — 6-day Kerala holiday package, India. Scene: adventure Alleppey houseboat backwaters, Munnar tea hills, coconut palms, thrilling outdoor. Style: Coastal or lakeside calm water reflection composition. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-wayanad-nature-adventure-tour-6d5n-v10,package,Wayanad Nature & Adventure Tour,10,public/images/packages/kerala-wayanad-nature-adventure-tour-6d5n-v10.png,"Create a photorealistic travel image for ""Wayanad Nature & Adventure Tour"" — 6-day Kerala holiday package, India. Scene: adventure Alleppey houseboat backwaters, Munnar tea hills, coconut palms, thrilling outdoor. Style: Clean package-card thumbnail — subject centered, minimal clutter. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v1,package,Complete Kerala & Kanyakumari Grand Tour,1,public/images/packages/kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v1.png,"Create a photorealistic travel image for ""Complete Kerala & Kanyakumari Grand Tour"" — 9-day Kerala holiday package, India. Scene: heritage circuit Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Wide cinematic golden-hour landscape, premium travel brochure. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v2,package,Complete Kerala & Kanyakumari Grand Tour,2,public/images/packages/kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v2.png,"Create a photorealistic travel image for ""Complete Kerala & Kanyakumari Grand Tour"" — 9-day Kerala holiday package, India. Scene: heritage circuit Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Bright daylight vibrant colors, inviting family-friendly mood. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v3,package,Complete Kerala & Kanyakumari Grand Tour,3,public/images/packages/kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v3.png,"Create a photorealistic travel image for ""Complete Kerala & Kanyakumari Grand Tour"" — 9-day Kerala holiday package, India. Scene: heritage circuit Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Soft morning mist, peaceful serene atmosphere. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v4,package,Complete Kerala & Kanyakumari Grand Tour,4,public/images/packages/kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v4.png,"Create a photorealistic travel image for ""Complete Kerala & Kanyakumari Grand Tour"" — 9-day Kerala holiday package, India. Scene: heritage circuit Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Dramatic sunset warm orange-pink sky, romantic mood. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v5,package,Complete Kerala & Kanyakumari Grand Tour,5,public/images/packages/kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v5.png,"Create a photorealistic travel image for ""Complete Kerala & Kanyakumari Grand Tour"" — 9-day Kerala holiday package, India. Scene: heritage circuit Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Aerial drone bird's-eye view, epic panoramic scale. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v6,package,Complete Kerala & Kanyakumari Grand Tour,6,public/images/packages/kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v6.png,"Create a photorealistic travel image for ""Complete Kerala & Kanyakumari Grand Tour"" — 9-day Kerala holiday package, India. Scene: heritage circuit Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Close-up iconic landmark detail, shallow depth of field. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v7,package,Complete Kerala & Kanyakumari Grand Tour,7,public/images/packages/kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v7.png,"Create a photorealistic travel image for ""Complete Kerala & Kanyakumari Grand Tour"" — 9-day Kerala holiday package, India. Scene: heritage circuit Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Cultural heritage focus — temples, forts, or local architecture. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v8,package,Complete Kerala & Kanyakumari Grand Tour,8,public/images/packages/kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v8.png,"Create a photorealistic travel image for ""Complete Kerala & Kanyakumari Grand Tour"" — 9-day Kerala holiday package, India. Scene: heritage circuit Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Nature adventure — mountains, forests, rivers, wildlife hints. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v9,package,Complete Kerala & Kanyakumari Grand Tour,9,public/images/packages/kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v9.png,"Create a photorealistic travel image for ""Complete Kerala & Kanyakumari Grand Tour"" — 9-day Kerala holiday package, India. Scene: heritage circuit Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Coastal or lakeside calm water reflection composition. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v10,package,Complete Kerala & Kanyakumari Grand Tour,10,public/images/packages/kerala-complete-kerala-kanyakumari-grand-tour-9d8n-v10.png,"Create a photorealistic travel image for ""Complete Kerala & Kanyakumari Grand Tour"" — 9-day Kerala holiday package, India. Scene: heritage circuit Alleppey houseboat backwaters, Munnar tea hills, coconut palms. Style: Clean package-card thumbnail — subject centered, minimal clutter. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
northeast-kaziranga-wildlife-escape-4d3n-v1,package,Kaziranga Wildlife Escape,1,public/images/packages/northeast-kaziranga-wildlife-escape-4d3n-v1.png,"Create a photorealistic travel image for ""Kaziranga Wildlife Escape"" — 4-day North East India holiday package, India. Scene: wildlife safari living root bridges, Kaziranga, misty hills, tribal culture. Style: Wide cinematic golden-hour landscape, premium travel brochure. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
northeast-kaziranga-wildlife-escape-4d3n-v2,package,Kaziranga Wildlife Escape,2,public/images/packages/northeast-kaziranga-wildlife-escape-4d3n-v2.png,"Create a photorealistic travel image for ""Kaziranga Wildlife Escape"" — 4-day North East India holiday package, India. Scene: wildlife safari living root bridges, Kaziranga, misty hills, tribal culture. Style: Bright daylight vibrant colors, inviting family-friendly mood. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
northeast-kaziranga-wildlife-escape-4d3n-v3,package,Kaziranga Wildlife Escape,3,public/images/packages/northeast-kaziranga-wildlife-escape-4d3n-v3.png,"Create a photorealistic travel image for ""Kaziranga Wildlife Escape"" — 4-day North East India holiday package, India. Scene: wildlife safari living root bridges, Kaziranga, misty hills, tribal culture. Style: Soft morning mist, peaceful serene atmosphere. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
northeast-kaziranga-wildlife-escape-4d3n-v4,package,Kaziranga Wildlife Escape,4,public/images/packages/northeast-kaziranga-wildlife-escape-4d3n-v4.png,"Create a photorealistic travel image for ""Kaziranga Wildlife Escape"" — 4-day North East India holiday package, India. Scene: wildlife safari living root bridges, Kaziranga, misty hills, tribal culture. Style: Dramatic sunset warm orange-pink sky, romantic mood. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
northeast-kaziranga-wildlife-escape-4d3n-v5,package,Kaziranga Wildlife Escape,5,public/images/packages/northeast-kaziranga-wildlife-escape-4d3n-v5.png,"Create a photorealistic travel image for ""Kaziranga Wildlife Escape"" — 4-day North East India holiday package, India. Scene: wildlife safari living root bridges, Kaziranga, misty hills, tribal culture. Style: Aerial drone bird's-eye view, epic panoramic scale. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
northeast-kaziranga-wildlife-escape-4d3n-v6,package,Kaziranga Wildlife Escape,6,public/images/packages/northeast-kaziranga-wildlife-escape-4d3n-v6.png,"Create a photorealistic travel image for ""Kaziranga Wildlife Escape"" — 4-day North East India holiday package, India. Scene: wildlife safari living root bridges, Kaziranga, misty hills, tribal culture. Style: Close-up iconic landmark detail, shallow depth of field. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
northeast-kaziranga-wildlife-escape-4d3n-v7,package,Kaziranga Wildlife Escape,7,public/images/packages/northeast-kaziranga-wildlife-escape-4d3n-v7.png,"Create a photorealistic travel image for ""Kaziranga Wildlife Escape"" — 4-day North East India holiday package, India. Scene: wildlife safari living root bridges, Kaziranga, misty hills, tribal culture. Style: Cultural heritage focus — temples, forts, or local architecture. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
northeast-kaziranga-wildlife-escape-4d3n-v8,package,Kaziranga Wildlife Escape,8,public/images/packages/northeast-kaziranga-wildlife-escape-4d3n-v8.png,"Create a photorealistic travel image for ""Kaziranga Wildlife Escape"" — 4-day North East India holiday package, India. Scene: wildlife safari living root bridges, Kaziranga, misty hills, tribal culture. Style: Nature adventure — mountains, forests, rivers, wildlife hints. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
northeast-kaziranga-wildlife-escape-4d3n-v9,package,Kaziranga Wildlife Escape,9,public/images/packages/northeast-kaziranga-wildlife-escape-4d3n-v9.png,"Create a photorealistic travel image for ""Kaziranga Wildlife Escape"" — 4-day North East India holiday package, India. Scene: wildlife safari living root bridges, Kaziranga, misty hills, tribal culture. Style: Coastal or lakeside calm water reflection composition. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
northeast-kaziranga-wildlife-escape-4d3n-v10,package,Kaziranga Wildlife Escape,10,public/images/packages/northeast-kaziranga-wildlife-escape-4d3n-v10.png,"Create a photorealistic travel image for ""Kaziranga Wildlife Escape"" — 4-day North East India holiday package, India. Scene: wildlife safari living root bridges, Kaziranga, misty hills, tribal culture. Style: Clean package-card thumbnail — subject centered, minimal clutter. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
northeast-guwahati-kaziranga-tour-5d4n-v1,package,Guwahati & Kaziranga Tour,1,public/images/packages/northeast-guwahati-kaziranga-tour-5d4n-v1.png,"Create a photorealistic travel image for ""Guwahati & Kaziranga Tour"" — 5-day North East India holiday package, India. Scene: scenic highlights of living root bridges, Kaziranga, misty hills, tribal culture. Style: Wide cinematic golden-hour landscape, premium travel brochure. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
northeast-guwahati-kaziranga-tour-5d4n-v2,package,Guwahati & Kaziranga Tour,2,public/images/packages/northeast-guwahati-kaziranga-tour-5d4n-v2.png,"Create a photorealistic travel image for ""Guwahati & Kaziranga Tour"" — 5-day North East India holiday package, India. Scene: scenic highlights of living root bridges, Kaziranga, misty hills, tribal culture. Style: Bright daylight vibrant colors, inviting family-friendly mood. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
northeast-guwahati-kaziranga-tour-5d4n-v3,package,Guwahati & Kaziranga Tour,3,public/images/packages/northeast-guwahati-kaziranga-tour-5d4n-v3.png,"Create a photorealistic travel image for ""Guwahati & Kaziranga Tour"" — 5-day North East India holiday package, India. Scene: scenic highlights of living root bridges, Kaziranga, misty hills, tribal culture. Style: Soft morning mist, peaceful serene atmosphere. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
northeast-guwahati-kaziranga-tour-5d4n-v4,package,Guwahati & Kaziranga Tour,4,public/images/packages/northeast-guwahati-kaziranga-tour-5d4n-v4.png,"Create a photorealistic travel image for ""Guwahati & Kaziranga Tour"" — 5-day North East India holiday package, India. Scene: scenic highlights of living root bridges, Kaziranga, misty hills, tribal culture. Style: Dramatic sunset warm orange-pink sky, romantic mood. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
northeast-guwahati-kaziranga-tour-5d4n-v5,package,Guwahati & Kaziranga Tour,5,public/images/packages/northeast-guwahati-kaziranga-tour-5d4n-v5.png,"Create a photorealistic travel image for ""Guwahati & Kaziranga Tour"" — 5-day North East India holiday package, India. Scene: scenic highlights of living root bridges, Kaziranga, misty hills, tribal culture. Style: Aerial drone bird's-eye view, epic panoramic scale. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
northeast-guwahati-kaziranga-tour-5d4n-v6,package,Guwahati & Kaziranga Tour,6,public/images/packages/northeast-guwahati-kaziranga-tour-5d4n-v6.png,"Create a photorealistic travel image for ""Guwahati & Kaziranga Tour"" — 5-day North East India holiday package, India. Scene: scenic highlights of living root bridges, Kaziranga, misty hills, tribal culture. Style: Close-up iconic landmark detail, shallow depth of field. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
northeast-guwahati-kaziranga-tour-5d4n-v7,package,Guwahati & Kaziranga Tour,7,public/images/packages/northeast-guwahati-kaziranga-tour-5d4n-v7.png,"Create a photorealistic travel image for ""Guwahati & Kaziranga Tour"" — 5-day North East India holiday package, India. Scene: scenic highlights of living root bridges, Kaziranga, misty hills, tribal culture. Style: Cultural heritage focus — temples, forts, or local architecture. YatraNexus brand colors: navy #001b2a, orange #ff7a00, purple #4b2cff. Photorealistic, no text, no watermark. Technical: 3:2 landscape 1200×800."
